EmployeeID,Age,Age Group:,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,Income Band,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsAtCompany Band,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
EMP0791,33,30-40,No,Travel_Rarely,654,Research & Development,5,3,Life Sciences,1,1099,4,Male,34,2,3,Healthcare Representative,4,Divorced,7119,High,21214,4,Y,No,15,3,3,80,1,9,2,3,3,2-5,2,1,2
EMP0792,35,30-40,Yes,Travel_Rarely,1204,Sales,4,3,Technical Degree,1,1100,4,Male,86,3,3,Sales Executive,1,Single,9582,High,10333,0,Y,Yes,22,4,1,80,0,9,2,3,8,5-10,7,4,7
EMP0793,33,30-40,Yes,Travel_Frequently,827,Research & Development,29,4,Medical,1,1101,1,Female,54,2,2,Research Scientist,3,Single,4508,Medium,3129,1,Y,No,22,4,2,80,0,14,4,3,13,10+,7,3,8
EMP0794,28,Under 30,No,Travel_Rarely,895,Research & Development,15,2,Life Sciences,1,1102,1,Male,50,3,1,Laboratory Technician,3,Divorced,2207,Low,22482,1,Y,No,16,3,4,80,1,4,5,2,4,2-5,2,2,2
EMP0795,34,30-40,No,Travel_Frequently,618,Research & Development,3,1,Life Sciences,1,1103,1,Male,45,3,2,Healthcare Representative,4,Single,7756,High,22266,0,Y,No,17,3,3,80,0,7,1,2,6,5-10,2,0,4
EMP0796,37,30-40,No,Travel_Rarely,309,Sales,10,4,Life Sciences,1,1105,4,Female,88,2,2,Sales Executive,4,Divorced,6694,Medium,24223,2,Y,Yes,14,3,3,80,3,8,5,3,1,<2,0,0,0
EMP0797,25,Under 30,Yes,Travel_Rarely,1219,Research & Development,4,1,Technical Degree,1,1106,4,Male,32,3,1,Laboratory Technician,4,Married,3691,Medium,4605,1,Y,Yes,15,3,2,80,1,7,3,4,7,5-10,7,5,6
EMP0798,26,Under 30,Yes,Travel_Rarely,1330,Research & Development,21,3,Medical,1,1107,1,Male,37,3,1,Laboratory Technician,3,Divorced,2377,Low,19373,1,Y,No,20,4,3,80,1,1,0,2,1,<2,1,0,0
EMP0799,33,30-40,Yes,Travel_Rarely,1017,Research & Development,25,3,Medical,1,1108,1,Male,55,2,1,Research Scientist,2,Single,2313,Low,2993,4,Y,Yes,20,4,2,80,0,5,0,3,2,2-5,2,2,2
EMP0800,42,40+,No,Travel_Rarely,469,Research & Development,2,2,Medical,1,1109,4,Male,35,3,4,Manager,1,Married,17665,High,14399,0,Y,No,17,3,4,80,1,23,3,3,22,10+,6,13,7
EMP0801,28,Under 30,Yes,Travel_Frequently,1009,Research & Development,1,3,Medical,1,1111,1,Male,45,2,1,Laboratory Technician,2,Divorced,2596,Low,7160,1,Y,No,15,3,1,80,2,1,2,3,1,<2,0,0,0
EMP0802,50,40+,Yes,Travel_Frequently,959,Sales,1,4,Other,1,1113,4,Male,81,3,2,Sales Executive,3,Single,4728,Medium,17251,3,Y,Yes,14,3,4,80,0,5,4,3,0,<2,0,0,0
EMP0803,33,30-40,No,Travel_Frequently,970,Sales,7,3,Life Sciences,1,1114,4,Female,30,3,2,Sales Executive,2,Married,4302,Medium,13401,0,Y,No,17,3,3,80,1,4,3,3,3,2-5,2,0,2
EMP0804,34,30-40,No,Non-Travel,697,Research & Development,3,4,Life Sciences,1,1115,3,Male,40,2,1,Research Scientist,4,Married,2979,Low,22478,3,Y,No,17,3,4,80,3,6,2,3,0,<2,0,0,0
EMP0805,48,40+,No,Non-Travel,1262,Research & Development,1,4,Medical,1,1116,1,Male,35,4,4,Manager,4,Single,16885,High,16154,2,Y,No,22,4,3,80,0,27,3,2,5,2-5,4,2,1
EMP0806,45,40+,No,Non-Travel,1050,Sales,9,4,Life Sciences,1,1117,2,Female,65,2,2,Sales Executive,3,Married,5593,Medium,17970,1,Y,No,13,3,4,80,1,15,2,3,15,10+,10,4,12
EMP0807,52,40+,No,Travel_Rarely,994,Research & Development,7,4,Life Sciences,1,1118,2,Male,87,3,3,Healthcare Representative,2,Single,10445,High,15322,7,Y,No,19,3,4,80,0,18,4,3,8,5-10,6,4,0
EMP0808,38,30-40,No,Travel_Rarely,770,Sales,10,4,Marketing,1,1119,3,Male,73,2,3,Sales Executive,3,Divorced,8740,High,5569,0,Y,Yes,14,3,2,80,2,9,2,3,8,5-10,7,2,7
EMP0809,29,Under 30,No,Travel_Rarely,1107,Research & Development,28,4,Life Sciences,1,1120,3,Female,93,3,1,Research Scientist,4,Divorced,2514,Low,26968,4,Y,No,22,4,1,80,1,11,1,3,7,5-10,5,1,7
EMP0810,28,Under 30,No,Travel_Rarely,950,Research & Development,3,3,Medical,1,1121,4,Female,93,3,3,Manufacturing Director,2,Divorced,7655,High,8039,0,Y,No,17,3,2,80,3,10,3,2,9,5-10,7,1,7
EMP0811,46,40+,No,Travel_Rarely,406,Sales,3,1,Marketing,1,1124,1,Male,52,3,4,Manager,3,Married,17465,High,15596,3,Y,No,12,3,4,80,1,23,3,3,12,10+,9,4,9
EMP0812,38,30-40,No,Travel_Rarely,130,Sales,2,2,Marketing,1,1125,4,Male,32,3,3,Sales Executive,2,Single,7351,High,20619,7,Y,No,16,3,3,80,0,10,2,3,1,<2,0,0,0
EMP0813,43,40+,No,Travel_Frequently,1082,Research & Development,27,3,Life Sciences,1,1126,3,Female,83,3,3,Manufacturing Director,1,Married,10820,High,11535,8,Y,No,11,3,3,80,1,18,1,3,8,5-10,7,0,1
EMP0814,39,30-40,Yes,Travel_Frequently,203,Research & Development,2,3,Life Sciences,1,1127,1,Male,84,3,4,Healthcare Representative,4,Divorced,12169,High,13547,7,Y,No,11,3,4,80,3,21,4,3,18,10+,7,11,5
EMP0815,40,30-40,No,Travel_Rarely,1308,Research & Development,14,3,Medical,1,1128,3,Male,44,2,5,Research Director,3,Single,19626,High,17544,1,Y,No,14,3,1,80,0,21,2,4,20,10+,7,4,9
EMP0816,21,Under 30,No,Travel_Rarely,984,Research & Development,1,1,Technical Degree,1,1131,4,Female,70,2,1,Research Scientist,2,Single,2070,Low,25326,1,Y,Yes,11,3,3,80,0,2,6,4,2,2-5,2,2,2
EMP0817,39,30-40,No,Non-Travel,439,Research & Development,9,3,Life Sciences,1,1132,3,Male,70,3,2,Laboratory Technician,2,Single,6782,Medium,8770,9,Y,No,15,3,3,80,0,9,2,2,5,2-5,4,0,3
EMP0818,36,30-40,No,Non-Travel,217,Research & Development,18,4,Life Sciences,1,1133,1,Male,78,3,2,Manufacturing Director,4,Single,7779,High,23238,2,Y,No,20,4,1,80,0,18,0,3,11,10+,9,0,9
EMP0819,31,30-40,No,Travel_Frequently,793,Sales,20,3,Life Sciences,1,1135,3,Male,67,4,1,Sales Representative,4,Married,2791,Low,21981,0,Y,No,12,3,1,80,1,3,4,3,2,2-5,2,2,2
EMP0820,28,Under 30,No,Travel_Rarely,1451,Research & Development,2,1,Life Sciences,1,1136,1,Male,67,2,1,Research Scientist,2,Married,3201,Medium,19911,0,Y,No,17,3,1,80,0,6,2,1,5,2-5,3,0,4
EMP0821,35,30-40,No,Travel_Frequently,1182,Sales,11,2,Marketing,1,1137,4,Male,54,3,2,Sales Executive,4,Divorced,4968,Medium,18500,1,Y,No,11,3,4,80,1,5,3,3,5,2-5,2,0,2
EMP0822,49,40+,No,Travel_Rarely,174,Sales,8,4,Technical Degree,1,1138,4,Male,56,2,4,Sales Executive,2,Married,13120,High,11879,6,Y,No,17,3,2,80,1,22,3,3,9,5-10,8,2,3
EMP0823,34,30-40,No,Travel_Frequently,1003,Research & Development,2,2,Life Sciences,1,1140,4,Male,95,3,2,Manufacturing Director,3,Single,4033,Medium,15834,2,Y,No,11,3,4,80,0,5,3,2,3,2-5,2,0,2
EMP0824,29,Under 30,No,Travel_Frequently,490,Research & Development,10,3,Life Sciences,1,1143,4,Female,61,3,1,Research Scientist,2,Divorced,3291,Medium,17940,0,Y,No,14,3,4,80,2,8,2,2,7,5-10,5,1,1
EMP0825,42,40+,No,Travel_Rarely,188,Research & Development,29,3,Medical,1,1148,2,Male,56,1,2,Laboratory Technician,4,Single,4272,Medium,9558,4,Y,No,19,3,1,80,0,16,3,3,1,<2,0,0,0
EMP0826,29,Under 30,No,Travel_Rarely,718,Research & Development,8,1,Medical,1,1150,2,Male,79,2,2,Manufacturing Director,4,Married,5056,Medium,17689,1,Y,Yes,15,3,3,80,1,10,2,2,10,5-10,7,1,2
EMP0827,38,30-40,No,Travel_Rarely,433,Human Resources,1,3,Human Resources,1,1152,3,Male,37,4,1,Human Resources,3,Married,2844,Low,6004,1,Y,No,13,3,4,80,1,7,2,4,7,5-10,6,5,0
EMP0828,28,Under 30,No,Travel_Frequently,773,Research & Development,6,3,Life Sciences,1,1154,3,Male,39,2,1,Research Scientist,3,Divorced,2703,Low,22088,1,Y,Yes,14,3,4,80,1,3,2,3,3,2-5,1,0,2
EMP0829,18,Under 30,Yes,Non-Travel,247,Research & Development,8,1,Medical,1,1156,3,Male,80,3,1,Laboratory Technician,3,Single,1904,Low,13556,1,Y,No,12,3,4,80,0,0,0,3,0,<2,0,0,0
EMP0830,33,30-40,Yes,Travel_Rarely,603,Sales,9,4,Marketing,1,1157,1,Female,77,3,2,Sales Executive,1,Single,8224,High,18385,0,Y,Yes,17,3,1,80,0,6,3,3,5,2-5,2,0,3
EMP0831,41,40+,No,Travel_Rarely,167,Research & Development,12,4,Life Sciences,1,1158,2,Male,46,3,1,Laboratory Technician,4,Married,4766,Medium,9051,3,Y,Yes,11,3,1,80,1,6,4,3,1,<2,0,0,0
EMP0832,31,30-40,Yes,Travel_Frequently,874,Research & Development,15,3,Medical,1,1160,3,Male,72,3,1,Laboratory Technician,3,Married,2610,Low,6233,1,Y,No,12,3,3,80,1,2,5,2,2,2-5,2,2,2
EMP0833,37,30-40,No,Travel_Rarely,367,Research & Development,25,2,Medical,1,1161,3,Female,52,2,2,Healthcare Representative,4,Divorced,5731,Medium,17171,7,Y,No,13,3,3,80,2,9,2,3,6,5-10,2,1,3
EMP0834,27,Under 30,No,Travel_Rarely,199,Research & Development,6,3,Life Sciences,1,1162,4,Male,55,2,1,Research Scientist,3,Married,2539,Low,7950,1,Y,No,13,3,3,80,1,4,0,3,4,2-5,2,2,2
EMP0835,34,30-40,No,Travel_Rarely,1400,Sales,9,1,Life Sciences,1,1163,2,Female,70,3,2,Sales Executive,3,Married,5714,Medium,5829,1,Y,No,20,4,1,80,0,6,3,2,6,5-10,5,1,3
EMP0836,35,30-40,No,Travel_Rarely,528,Human Resources,8,4,Technical Degree,1,1164,3,Male,100,3,1,Human Resources,3,Single,4323,Medium,7108,1,Y,No,17,3,2,80,0,6,2,1,5,2-5,4,1,4
EMP0837,29,Under 30,Yes,Travel_Rarely,408,Sales,23,1,Life Sciences,1,1165,4,Female,45,2,3,Sales Executive,1,Married,7336,High,11162,1,Y,No,13,3,1,80,1,11,3,1,11,10+,8,3,10
EMP0838,40,30-40,No,Travel_Frequently,593,Research & Development,9,4,Medical,1,1166,2,Female,88,3,3,Research Director,3,Single,13499,High,13782,9,Y,No,17,3,3,80,0,20,3,2,18,10+,7,2,13
EMP0839,42,40+,Yes,Travel_Frequently,481,Sales,12,3,Life Sciences,1,1167,3,Male,44,3,4,Sales Executive,1,Single,13758,High,2447,0,Y,Yes,12,3,2,80,0,22,2,2,21,10+,9,13,14
EMP0840,42,40+,No,Travel_Rarely,647,Sales,4,4,Marketing,1,1171,2,Male,45,3,2,Sales Executive,1,Single,5155,Medium,2253,7,Y,No,13,3,4,80,0,9,3,4,6,5-10,4,1,5
EMP0841,35,30-40,No,Travel_Rarely,982,Research & Development,1,4,Medical,1,1172,4,Male,58,2,1,Laboratory Technician,3,Married,2258,Low,16340,6,Y,No,12,3,2,80,1,10,2,3,8,5-10,0,1,7
EMP0842,24,Under 30,No,Travel_Rarely,477,Research & Development,24,3,Medical,1,1173,4,Male,49,3,1,Laboratory Technician,2,Single,3597,Medium,6409,8,Y,No,22,4,4,80,0,6,2,3,4,2-5,3,1,2
EMP0843,28,Under 30,Yes,Travel_Rarely,1485,Research & Development,12,1,Life Sciences,1,1175,3,Female,79,3,1,Laboratory Technician,4,Married,2515,Low,22955,1,Y,Yes,11,3,4,80,0,1,4,2,1,<2,1,0,0
EMP0844,26,Under 30,No,Travel_Rarely,1384,Research & Development,3,4,Medical,1,1177,1,Male,82,4,1,Laboratory Technician,4,Married,4420,Medium,13421,1,Y,No,22,4,2,80,1,8,2,3,8,5-10,7,0,7
EMP0845,30,30-40,No,Travel_Rarely,852,Sales,10,3,Marketing,1,1179,3,Male,72,2,2,Sales Executive,3,Married,6578,Medium,2706,1,Y,No,18,3,1,80,1,10,3,3,10,5-10,3,1,4
EMP0846,40,30-40,No,Travel_Frequently,902,Research & Development,26,2,Medical,1,1180,3,Female,92,2,2,Research Scientist,4,Married,4422,Medium,21203,3,Y,Yes,13,3,4,80,1,16,3,1,1,<2,1,0,0
EMP0847,35,30-40,No,Travel_Rarely,819,Research & Development,2,3,Life Sciences,1,1182,3,Male,44,2,3,Manufacturing Director,2,Divorced,10274,High,19588,2,Y,No,18,3,2,80,1,15,2,4,7,5-10,7,6,4
EMP0848,34,30-40,No,Travel_Frequently,669,Research & Development,1,3,Medical,1,1184,4,Male,97,2,2,Healthcare Representative,1,Single,5343,Medium,25755,0,Y,No,20,4,3,80,0,14,3,3,13,10+,9,4,9
EMP0849,35,30-40,No,Travel_Frequently,636,Research & Development,4,4,Other,1,1185,4,Male,47,2,1,Laboratory Technician,4,Married,2376,Low,26537,1,Y,No,13,3,2,80,1,2,2,4,2,2-5,2,2,2
EMP0850,43,40+,Yes,Travel_Rarely,1372,Sales,9,3,Marketing,1,1188,1,Female,85,1,2,Sales Executive,3,Single,5346,Medium,9489,8,Y,No,13,3,2,80,0,7,2,2,4,2-5,3,1,3
EMP0851,32,30-40,No,Non-Travel,862,Sales,2,1,Life Sciences,1,1190,3,Female,76,3,1,Sales Representative,1,Divorced,2827,Low,14947,1,Y,No,12,3,3,80,3,1,3,3,1,<2,0,0,0
EMP0852,56,40+,No,Travel_Rarely,718,Research & Development,4,4,Technical Degree,1,1191,4,Female,92,3,5,Manager,1,Divorced,19943,High,18575,4,Y,No,13,3,4,80,1,28,2,3,5,2-5,2,4,2
EMP0853,29,Under 30,No,Travel_Rarely,1401,Research & Development,6,1,Medical,1,1192,2,Female,54,3,1,Laboratory Technician,4,Married,3131,Medium,26342,1,Y,No,13,3,1,80,1,10,5,3,10,5-10,8,0,8
EMP0854,19,Under 30,No,Travel_Rarely,645,Research & Development,9,2,Life Sciences,1,1193,3,Male,54,3,1,Research Scientist,1,Single,2552,Low,7172,1,Y,No,25,4,3,80,0,1,4,3,1,<2,1,0,0
EMP0855,45,40+,No,Travel_Rarely,1457,Research & Development,7,3,Medical,1,1195,1,Female,83,3,1,Research Scientist,3,Married,4477,Medium,20100,4,Y,Yes,19,3,3,80,1,7,2,2,3,2-5,2,0,2
EMP0856,37,30-40,No,Travel_Rarely,977,Research & Development,1,3,Life Sciences,1,1196,4,Female,56,2,2,Manufacturing Director,4,Married,6474,Medium,9961,1,Y,No,13,3,2,80,1,14,2,2,14,10+,8,3,11
EMP0857,20,Under 30,No,Travel_Rarely,805,Research & Development,3,3,Life Sciences,1,1198,1,Male,87,2,1,Laboratory Technician,3,Single,3033,Medium,12828,1,Y,No,12,3,1,80,0,2,2,2,2,2-5,2,1,2
EMP0858,44,40+,Yes,Travel_Rarely,1097,Research & Development,10,4,Life Sciences,1,1200,3,Male,96,3,1,Research Scientist,3,Single,2936,Low,10826,1,Y,Yes,11,3,3,80,0,6,4,3,6,5-10,4,0,2
EMP0859,53,40+,No,Travel_Rarely,1223,Research & Development,7,2,Medical,1,1201,4,Female,50,3,5,Manager,3,Divorced,18606,High,18640,3,Y,No,18,3,2,80,1,26,6,3,7,5-10,7,4,7
EMP0860,29,Under 30,No,Travel_Rarely,942,Research & Development,15,1,Life Sciences,1,1202,2,Female,69,1,1,Research Scientist,4,Married,2168,Low,26933,0,Y,Yes,18,3,1,80,1,6,2,2,5,2-5,4,1,3
EMP0861,22,Under 30,Yes,Travel_Frequently,1256,Research & Development,3,4,Life Sciences,1,1203,3,Male,48,2,1,Research Scientist,4,Married,2853,Low,4223,0,Y,Yes,11,3,2,80,1,1,5,3,0,<2,0,0,0
EMP0862,46,40+,No,Travel_Rarely,1402,Sales,2,3,Marketing,1,1204,3,Female,69,3,4,Manager,1,Married,17048,High,24097,8,Y,No,23,4,1,80,0,28,2,3,26,10+,15,15,9
EMP0863,44,40+,No,Non-Travel,111,Research & Development,17,3,Life Sciences,1,1206,4,Male,74,1,1,Research Scientist,3,Single,2290,Low,4279,2,Y,No,13,3,4,80,0,6,3,3,0,<2,0,0,0
EMP0864,33,30-40,No,Travel_Rarely,147,Human Resources,2,3,Human Resources,1,1207,2,Male,99,3,1,Human Resources,3,Married,3600,Medium,8429,1,Y,No,13,3,4,80,1,5,2,3,5,2-5,4,1,4
EMP0865,41,40+,Yes,Non-Travel,906,Research & Development,5,2,Life Sciences,1,1210,1,Male,95,2,1,Research Scientist,1,Divorced,2107,Low,20293,6,Y,No,17,3,1,80,1,5,2,1,1,<2,0,0,0
EMP0866,30,30-40,No,Travel_Rarely,1329,Sales,29,4,Life Sciences,1,1211,3,Male,61,3,2,Sales Executive,1,Divorced,4115,Medium,13192,8,Y,No,19,3,3,80,3,8,3,3,4,2-5,3,0,3
EMP0867,40,30-40,No,Travel_Frequently,1184,Sales,2,4,Medical,1,1212,2,Male,62,3,2,Sales Executive,2,Married,4327,Medium,25440,5,Y,No,12,3,4,80,3,5,2,3,0,<2,0,0,0
EMP0868,50,40+,No,Travel_Frequently,1421,Research & Development,2,3,Medical,1,1215,4,Female,30,3,4,Manager,1,Married,17856,High,9490,2,Y,No,22,4,3,80,1,32,3,3,2,2-5,2,2,2
EMP0869,28,Under 30,No,Travel_Rarely,1179,Research & Development,19,4,Medical,1,1216,4,Male,78,2,1,Laboratory Technician,1,Married,3196,Medium,12449,1,Y,No,12,3,3,80,3,6,2,3,6,5-10,5,3,3
EMP0870,46,40+,No,Travel_Rarely,1450,Research & Development,15,2,Life Sciences,1,1217,4,Male,52,3,5,Research Director,2,Married,19081,High,10849,5,Y,No,11,3,1,80,1,25,2,3,4,2-5,2,0,3
EMP0871,35,30-40,No,Travel_Rarely,1361,Sales,17,4,Life Sciences,1,1218,3,Male,94,3,2,Sales Executive,1,Married,8966,High,21026,3,Y,Yes,15,3,4,80,3,15,2,3,7,5-10,7,1,7
EMP0872,24,Under 30,Yes,Travel_Rarely,984,Research & Development,17,2,Life Sciences,1,1219,4,Female,97,3,1,Laboratory Technician,2,Married,2210,Low,3372,1,Y,No,13,3,1,80,1,1,3,1,1,<2,0,0,0
EMP0873,33,30-40,No,Travel_Frequently,1146,Sales,25,3,Medical,1,1220,2,Female,82,3,2,Sales Executive,3,Married,4539,Medium,4905,1,Y,No,12,3,1,80,1,10,3,2,10,5-10,7,0,1
EMP0874,36,30-40,No,Travel_Rarely,917,Research & Development,6,4,Life Sciences,1,1221,3,Male,60,1,1,Laboratory Technician,3,Divorced,2741,Low,6865,1,Y,No,14,3,3,80,1,7,4,3,7,5-10,7,1,7
EMP0875,30,30-40,No,Travel_Rarely,853,Research & Development,7,4,Life Sciences,1,1224,3,Male,49,3,2,Laboratory Technician,3,Divorced,3491,Medium,11309,1,Y,No,13,3,1,80,3,10,4,2,10,5-10,7,8,9
EMP0876,44,40+,No,Travel_Rarely,200,Research & Development,29,4,Other,1,1225,4,Male,32,3,2,Research Scientist,4,Single,4541,Medium,7744,1,Y,No,25,4,2,80,0,20,3,3,20,10+,11,13,17
EMP0877,20,Under 30,No,Travel_Rarely,654,Sales,21,3,Marketing,1,1226,3,Male,43,4,1,Sales Representative,4,Single,2678,Low,5050,1,Y,No,17,3,4,80,0,2,2,3,2,2-5,1,2,2
EMP0878,46,40+,No,Travel_Rarely,150,Research & Development,2,4,Technical Degree,1,1228,4,Male,60,3,2,Manufacturing Director,4,Divorced,7379,High,17433,2,Y,No,11,3,3,80,1,12,3,2,6,5-10,3,1,4
EMP0879,42,40+,No,Non-Travel,179,Human Resources,2,5,Medical,1,1231,4,Male,79,4,2,Human Resources,1,Married,6272,Medium,12858,7,Y,No,16,3,1,80,1,10,3,4,4,2-5,3,0,3
EMP0880,60,40+,No,Travel_Rarely,696,Sales,7,4,Marketing,1,1233,2,Male,52,4,2,Sales Executive,4,Divorced,5220,Medium,10893,0,Y,Yes,18,3,2,80,1,12,3,3,11,10+,7,1,9
EMP0881,32,30-40,No,Travel_Frequently,116,Research & Development,13,3,Other,1,1234,3,Female,77,2,1,Laboratory Technician,2,Married,2743,Low,7331,1,Y,No,20,4,3,80,1,2,2,3,2,2-5,2,2,2
EMP0882,32,30-40,No,Travel_Frequently,1316,Research & Development,2,2,Life Sciences,1,1235,4,Female,38,3,2,Research Scientist,3,Single,4998,Medium,2338,4,Y,Yes,14,3,4,80,0,10,2,3,8,5-10,7,0,7
EMP0883,36,30-40,No,Travel_Rarely,363,Research & Development,1,3,Technical Degree,1,1237,3,Female,77,1,3,Manufacturing Director,1,Divorced,10252,High,4235,2,Y,Yes,21,4,3,80,1,17,2,3,7,5-10,7,7,7
EMP0884,33,30-40,No,Travel_Rarely,117,Research & Development,9,3,Medical,1,1238,1,Male,60,3,1,Research Scientist,4,Married,2781,Low,6311,0,Y,No,13,3,2,80,1,15,5,3,14,10+,10,4,10
EMP0885,40,30-40,No,Travel_Rarely,107,Sales,10,3,Technical Degree,1,1239,2,Female,84,2,2,Sales Executive,2,Divorced,6852,Medium,11591,7,Y,No,12,3,2,80,1,7,2,4,5,2-5,1,1,3
EMP0886,25,Under 30,No,Travel_Rarely,1356,Sales,10,4,Life Sciences,1,1240,3,Male,57,3,2,Sales Executive,4,Single,4950,Medium,20623,0,Y,No,14,3,2,80,0,5,4,3,4,2-5,3,1,1
EMP0887,30,30-40,No,Travel_Rarely,1465,Research & Development,1,3,Medical,1,1241,4,Male,63,3,1,Research Scientist,2,Married,3579,Medium,9369,0,Y,Yes,21,4,1,80,1,12,2,3,11,10+,9,5,7
EMP0888,42,40+,No,Travel_Frequently,458,Research & Development,26,5,Medical,1,1242,1,Female,60,3,3,Research Director,1,Married,13191,High,23281,3,Y,Yes,17,3,3,80,0,20,6,3,1,<2,0,0,0
EMP0889,35,30-40,No,Non-Travel,1212,Sales,8,2,Marketing,1,1243,3,Female,78,2,3,Sales Executive,4,Married,10377,High,13755,4,Y,Yes,11,3,2,80,1,16,6,2,13,10+,2,4,12
EMP0890,27,Under 30,No,Travel_Rarely,1103,Research & Development,14,3,Life Sciences,1,1244,1,Male,42,3,1,Research Scientist,1,Married,2235,Low,14377,1,Y,Yes,14,3,4,80,2,9,3,2,9,5-10,7,6,8
EMP0891,54,40+,No,Travel_Frequently,966,Research & Development,1,4,Life Sciences,1,1245,4,Female,53,3,3,Manufacturing Director,3,Divorced,10502,High,9659,7,Y,No,17,3,1,80,1,33,2,1,5,2-5,4,1,4
EMP0892,44,40+,No,Travel_Rarely,1117,Research & Development,2,1,Life Sciences,1,1246,1,Female,72,4,1,Research Scientist,4,Married,2011,Low,19982,1,Y,No,13,3,4,80,1,10,5,3,10,5-10,5,7,7
EMP0893,19,Under 30,Yes,Non-Travel,504,Research & Development,10,3,Medical,1,1248,1,Female,96,2,1,Research Scientist,2,Single,1859,Low,6148,1,Y,Yes,25,4,2,80,0,1,2,4,1,<2,1,0,0
EMP0894,29,Under 30,No,Travel_Rarely,1010,Research & Development,1,3,Life Sciences,1,1249,1,Female,97,3,1,Research Scientist,4,Divorced,3760,Medium,5598,1,Y,No,15,3,1,80,3,3,5,3,3,2-5,2,1,2
EMP0895,54,40+,No,Travel_Rarely,685,Research & Development,3,3,Life Sciences,1,1250,4,Male,85,3,4,Research Director,4,Married,17779,High,23474,3,Y,No,14,3,1,80,0,36,2,3,10,5-10,9,0,9
EMP0896,31,30-40,No,Travel_Rarely,1332,Research & Development,11,2,Medical,1,1251,3,Male,80,3,2,Healthcare Representative,1,Married,6833,Medium,17089,1,Y,Yes,12,3,4,80,0,6,2,2,6,5-10,5,0,1
EMP0897,31,30-40,No,Travel_Rarely,1062,Research & Development,24,3,Medical,1,1252,3,Female,96,2,2,Healthcare Representative,1,Single,6812,Medium,17198,1,Y,No,19,3,2,80,0,10,2,3,10,5-10,9,1,8
EMP0898,59,40+,No,Travel_Rarely,326,Sales,3,3,Life Sciences,1,1254,3,Female,48,2,2,Sales Executive,4,Single,5171,Medium,16490,5,Y,No,17,3,4,80,0,13,2,3,6,5-10,1,0,5
EMP0899,43,40+,No,Travel_Rarely,920,Research & Development,3,3,Life Sciences,1,1255,3,Male,96,1,5,Research Director,4,Married,19740,High,18625,3,Y,No,14,3,2,80,1,25,2,3,8,5-10,7,0,7
EMP0900,49,40+,No,Travel_Rarely,1098,Research & Development,4,2,Medical,1,1256,1,Male,85,2,5,Manager,3,Married,18711,High,12124,2,Y,No,13,3,3,80,1,23,2,4,1,<2,0,0,0
EMP0901,36,30-40,No,Travel_Frequently,469,Research & Development,3,3,Technical Degree,1,1257,3,Male,46,3,1,Research Scientist,2,Married,3692,Medium,9256,1,Y,No,12,3,3,80,0,12,2,2,11,10+,10,0,7
EMP0902,48,40+,No,Travel_Rarely,969,Research & Development,2,2,Technical Degree,1,1258,4,Male,76,4,1,Laboratory Technician,2,Single,2559,Low,16620,5,Y,No,11,3,3,80,0,7,4,2,1,<2,0,0,0
EMP0903,27,Under 30,No,Travel_Rarely,1167,Research & Development,4,2,Life Sciences,1,1259,1,Male,76,3,1,Research Scientist,3,Divorced,2517,Low,3208,1,Y,No,11,3,2,80,3,5,2,3,5,2-5,3,0,3
EMP0904,29,Under 30,No,Travel_Rarely,1329,Research & Development,7,3,Life Sciences,1,1260,3,Male,82,3,2,Healthcare Representative,4,Divorced,6623,Medium,4204,1,Y,Yes,11,3,2,80,2,6,2,3,6,5-10,0,1,0
EMP0905,48,40+,No,Travel_Rarely,715,Research & Development,1,3,Life Sciences,1,1263,4,Male,76,2,5,Research Director,4,Single,18265,High,8733,6,Y,No,12,3,3,80,0,25,3,4,1,<2,0,0,0
EMP0906,29,Under 30,No,Travel_Rarely,694,Research & Development,1,3,Life Sciences,1,1264,4,Female,87,2,4,Research Director,4,Divorced,16124,High,3423,3,Y,No,14,3,2,80,2,9,2,2,7,5-10,7,1,7
EMP0907,34,30-40,No,Travel_Rarely,1320,Research & Development,20,3,Technical Degree,1,1265,3,Female,89,4,1,Research Scientist,3,Married,2585,Low,21643,0,Y,No,17,3,4,80,0,2,5,2,1,<2,0,0,0
EMP0908,44,40+,No,Travel_Rarely,1099,Sales,5,3,Marketing,1,1267,2,Male,88,3,5,Manager,2,Married,18213,High,8751,7,Y,No,11,3,3,80,1,26,5,3,22,10+,9,3,10
EMP0909,33,30-40,No,Travel_Rarely,536,Sales,10,5,Marketing,1,1268,4,Male,82,4,3,Sales Executive,3,Divorced,8380,High,21708,0,Y,Yes,14,3,4,80,2,10,3,3,9,5-10,8,0,8
EMP0910,19,Under 30,No,Travel_Rarely,265,Research & Development,25,3,Life Sciences,1,1269,2,Female,57,4,1,Research Scientist,4,Single,2994,Low,21221,1,Y,Yes,12,3,4,80,0,1,2,3,1,<2,0,0,1
