transaction_id,transaction_date,transaction_time,transaction_qty,store_id,store_location,product_id,unit_price,product_category,product_type,product_detail
54845,31/3/2023,13:43:41,2,5,Lower Manhattan,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm
54846,31/3/2023,13:44:15,2,5,Lower Manhattan,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm
54847,31/3/2023,13:47:53,1,8,Hell's Kitchen,49,3,Tea,Brewed Black tea,English Breakfast Lg
54848,31/3/2023,13:57:04,1,5,Lower Manhattan,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm
54849,31/3/2023,13:57:25,2,8,Hell's Kitchen,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg
54850,31/3/2023,14:00:07,2,8,Hell's Kitchen,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg
54851,31/3/2023,14:03:57,1,5,Lower Manhattan,24,3,Coffee,Drip coffee,Our Old Time Diner Blend Lg
54852,31/3/2023,14:07:17,1,3,Astoria,37,3,Coffee,Barista Espresso,Espresso shot
54853,31/3/2023,14:12:12,2,5,Lower Manhattan,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg
54854,31/3/2023,14:12:12,1,5,Lower Manhattan,74,3.5,Bakery,Biscotti,Ginger Biscotti
54855,31/3/2023,14:13:30,1,8,Hell's Kitchen,40,3.75,Coffee,Barista Espresso,Cappuccino
54856,31/3/2023,14:13:30,2,8,Hell's Kitchen,65,0.8,Flavours,Sugar free syrup,Sugar Free Vanilla syrup
54857,31/3/2023,14:15:11,2,5,Lower Manhattan,37,3,Coffee,Barista Espresso,Espresso shot
54858,31/3/2023,14:15:11,2,5,Lower Manhattan,84,0.8,Flavours,Regular syrup,Chocolate syrup
54859,31/3/2023,14:18:19,1,3,Astoria,53,3,Tea,Brewed Chai tea,Traditional Blend Chai Lg
54860,31/3/2023,14:18:19,2,3,Astoria,37,3,Coffee,Barista Espresso,Espresso shot
54861,31/3/2023,14:18:19,1,3,Astoria,71,3.75,Bakery,Pastry,Chocolate Croissant
54862,31/3/2023,14:23:13,2,5,Lower Manhattan,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg
54863,31/3/2023,14:23:13,1,5,Lower Manhattan,9,22.5,Coffee beans,Organic Beans,Organic Decaf Blend
54864,31/3/2023,14:23:16,2,3,Astoria,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg
54865,31/3/2023,14:31:31,2,5,Lower Manhattan,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg
54866,31/3/2023,14:38:01,1,3,Astoria,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg
54867,31/3/2023,14:42:51,2,8,Hell's Kitchen,44,2.5,Tea,Brewed herbal tea,Peppermint Rg
54868,31/3/2023,14:42:51,1,8,Hell's Kitchen,72,3.25,Bakery,Scone,Ginger Scone
54869,31/3/2023,14:49:58,2,3,Astoria,41,4.25,Coffee,Barista Espresso,Cappuccino Lg
54870,31/3/2023,14:51:59,2,3,Astoria,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg
54871,31/3/2023,14:51:59,1,3,Astoria,79,3.75,Bakery,Scone,Jumbo Savory Scone
54872,31/3/2023,14:53:49,2,8,Hell's Kitchen,47,3,Tea,Brewed Green tea,Serenity Green Tea Lg
54873,31/3/2023,14:56:49,1,3,Astoria,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm
54874,31/3/2023,14:57:31,1,8,Hell's Kitchen,51,3,Tea,Brewed Black tea,Earl Grey Lg
54875,31/3/2023,14:58:38,1,8,Hell's Kitchen,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg
54876,31/3/2023,15:02:25,2,5,Lower Manhattan,38,3.75,Coffee,Barista Espresso,Latte
54877,31/3/2023,15:03:24,1,3,Astoria,53,3,Tea,Brewed Chai tea,Traditional Blend Chai Lg
54878,31/3/2023,15:09:44,2,5,Lower Manhattan,49,3,Tea,Brewed Black tea,English Breakfast Lg
54879,31/3/2023,15:15:06,1,8,Hell's Kitchen,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg
54880,31/3/2023,15:15:06,1,8,Hell's Kitchen,70,3.25,Bakery,Scone,Cranberry Scone
54881,31/3/2023,15:23:50,2,5,Lower Manhattan,38,3.75,Coffee,Barista Espresso,Latte
54882,31/3/2023,15:23:50,1,5,Lower Manhattan,72,4.06,Bakery,Scone,Ginger Scone
54883,31/3/2023,15:29:56,1,3,Astoria,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg
54884,31/3/2023,15:29:56,1,3,Astoria,78,4.5,Bakery,Scone,Scottish Cream Scone 
54885,31/3/2023,15:30:24,1,5,Lower Manhattan,50,2.5,Tea,Brewed Black tea,Earl Grey Rg
54886,31/3/2023,15:30:31,1,3,Astoria,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg
54887,31/3/2023,15:35:48,2,8,Hell's Kitchen,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg
54888,31/3/2023,15:35:48,1,8,Hell's Kitchen,73,3.75,Bakery,Pastry,Almond Croissant
54889,31/3/2023,15:37:43,1,8,Hell's Kitchen,40,3.75,Coffee,Barista Espresso,Cappuccino
54890,31/3/2023,15:37:43,2,8,Hell's Kitchen,65,0.8,Flavours,Sugar free syrup,Sugar Free Vanilla syrup
54891,31/3/2023,15:38:43,1,5,Lower Manhattan,32,3,Coffee,Gourmet brewed coffee,Ethiopia Rg
54892,31/3/2023,15:38:43,1,5,Lower Manhattan,79,4.69,Bakery,Scone,Jumbo Savory Scone
54893,31/3/2023,15:45:17,1,3,Astoria,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg
54894,31/3/2023,15:48:30,1,8,Hell's Kitchen,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm
54895,31/3/2023,15:49:30,2,3,Astoria,38,3.75,Coffee,Barista Espresso,Latte
54896,31/3/2023,15:50:24,1,3,Astoria,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg
54897,31/3/2023,15:50:37,2,8,Hell's Kitchen,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg
54898,31/3/2023,15:59:59,1,3,Astoria,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg
54899,31/3/2023,16:08:54,2,8,Hell's Kitchen,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg
54900,31/3/2023,16:09:03,2,5,Lower Manhattan,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg
54901,31/3/2023,16:13:20,2,8,Hell's Kitchen,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg
54902,31/3/2023,16:14:54,1,3,Astoria,45,3,Tea,Brewed herbal tea,Peppermint Lg
54903,31/3/2023,16:15:47,1,3,Astoria,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg
54904,31/3/2023,16:15:47,1,3,Astoria,73,3.75,Bakery,Pastry,Almond Croissant
54905,31/3/2023,16:18:49,2,5,Lower Manhattan,55,4,Tea,Brewed Chai tea,Morning Sunrise Chai Lg
54906,31/3/2023,16:19:48,2,3,Astoria,47,3,Tea,Brewed Green tea,Serenity Green Tea Lg
54907,31/3/2023,16:22:41,1,3,Astoria,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm
54908,31/3/2023,16:24:20,2,5,Lower Manhattan,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg
54909,31/3/2023,16:24:20,1,5,Lower Manhattan,69,3.25,Bakery,Biscotti,Hazelnut Biscotti
54910,31/3/2023,16:26:04,1,5,Lower Manhattan,37,3,Coffee,Barista Espresso,Espresso shot
54911,31/3/2023,16:28:58,3,5,Lower Manhattan,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg
54912,31/3/2023,16:28:58,1,5,Lower Manhattan,6,21,Coffee beans,Gourmet Beans,Ethiopia
54913,31/3/2023,16:29:02,1,3,Astoria,47,3,Tea,Brewed Green tea,Serenity Green Tea Lg
54914,31/3/2023,16:29:06,2,5,Lower Manhattan,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg
54915,31/3/2023,16:33:46,2,5,Lower Manhattan,32,3,Coffee,Gourmet brewed coffee,Ethiopia Rg
54916,31/3/2023,16:36:22,1,3,Astoria,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg
54917,31/3/2023,16:40:42,2,3,Astoria,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg
54918,31/3/2023,16:41:25,2,3,Astoria,45,3,Tea,Brewed herbal tea,Peppermint Lg
54919,31/3/2023,16:43:16,1,8,Hell's Kitchen,41,4.25,Coffee,Barista Espresso,Cappuccino Lg
54920,31/3/2023,16:43:16,2,8,Hell's Kitchen,84,0.8,Flavours,Regular syrup,Chocolate syrup
54921,31/3/2023,16:43:42,1,5,Lower Manhattan,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg
54922,31/3/2023,16:43:54,2,3,Astoria,40,3.75,Coffee,Barista Espresso,Cappuccino
54923,31/3/2023,16:47:42,2,3,Astoria,55,4,Tea,Brewed Chai tea,Morning Sunrise Chai Lg
54924,31/3/2023,16:59:30,1,5,Lower Manhattan,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg
54925,31/3/2023,16:59:30,1,5,Lower Manhattan,78,4.5,Bakery,Scone,Scottish Cream Scone 
54926,31/3/2023,16:59:53,2,3,Astoria,49,3,Tea,Brewed Black tea,English Breakfast Lg
54927,31/3/2023,17:02:54,1,3,Astoria,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg
54928,31/3/2023,17:03:56,2,3,Astoria,47,3,Tea,Brewed Green tea,Serenity Green Tea Lg
54929,31/3/2023,17:03:56,1,3,Astoria,78,4.5,Bakery,Scone,Scottish Cream Scone 
54930,31/3/2023,17:04:34,1,3,Astoria,26,3,Coffee,Organic brewed coffee,Brazilian Rg
54931,31/3/2023,17:05:27,1,3,Astoria,47,3,Tea,Brewed Green tea,Serenity Green Tea Lg
54932,31/3/2023,17:06:16,2,8,Hell's Kitchen,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg
54933,31/3/2023,17:06:33,1,3,Astoria,45,3,Tea,Brewed herbal tea,Peppermint Lg
54934,31/3/2023,17:06:33,1,3,Astoria,72,3.25,Bakery,Scone,Ginger Scone
54935,31/3/2023,17:12:25,1,5,Lower Manhattan,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg
54936,31/3/2023,17:12:25,1,5,Lower Manhattan,74,3.5,Bakery,Biscotti,Ginger Biscotti
54937,31/3/2023,17:12:40,2,3,Astoria,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg
54938,31/3/2023,17:12:46,2,3,Astoria,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg
54939,31/3/2023,17:12:59,2,5,Lower Manhattan,40,3.75,Coffee,Barista Espresso,Cappuccino
54940,31/3/2023,17:14:31,2,8,Hell's Kitchen,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm
54941,31/3/2023,17:15:31,1,5,Lower Manhattan,51,3,Tea,Brewed Black tea,Earl Grey Lg
54942,31/3/2023,17:18:36,1,3,Astoria,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg
54943,31/3/2023,17:23:32,2,3,Astoria,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg
54944,31/3/2023,17:23:32,1,3,Astoria,71,3.75,Bakery,Pastry,Chocolate Croissant
54945,31/3/2023,17:28:38,2,3,Astoria,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg
54946,31/3/2023,17:30:28,1,5,Lower Manhattan,41,4.25,Coffee,Barista Espresso,Cappuccino Lg
54947,31/3/2023,17:30:28,2,5,Lower Manhattan,63,0.8,Flavours,Regular syrup,Carmel syrup
54948,31/3/2023,17:30:28,1,5,Lower Manhattan,69,3.25,Bakery,Biscotti,Hazelnut Biscotti
54949,31/3/2023,17:31:18,1,3,Astoria,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg
54950,31/3/2023,17:36:25,1,8,Hell's Kitchen,50,2.5,Tea,Brewed Black tea,Earl Grey Rg
54951,31/3/2023,17:41:18,2,5,Lower Manhattan,53,3,Tea,Brewed Chai tea,Traditional Blend Chai Lg
54952,31/3/2023,17:41:18,1,5,Lower Manhattan,14,8.95,Loose Tea,Black tea,Earl Grey
54953,31/3/2023,17:43:02,2,5,Lower Manhattan,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg
54954,31/3/2023,17:44:23,2,3,Astoria,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg
54955,31/3/2023,17:44:23,1,3,Astoria,71,3.75,Bakery,Pastry,Chocolate Croissant
54956,31/3/2023,17:45:22,2,8,Hell's Kitchen,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg
54957,31/3/2023,17:48:10,2,5,Lower Manhattan,44,2.5,Tea,Brewed herbal tea,Peppermint Rg
54958,31/3/2023,17:49:31,2,3,Astoria,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg
54959,31/3/2023,17:50:36,1,3,Astoria,43,3,Tea,Brewed herbal tea,Lemon Grass Lg
54960,31/3/2023,17:51:57,2,3,Astoria,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg
54961,31/3/2023,17:51:57,1,3,Astoria,5,15,Coffee beans,Gourmet Beans,Columbian Medium Roast
54962,31/3/2023,17:52:40,2,3,Astoria,45,3,Tea,Brewed herbal tea,Peppermint Lg
54963,31/3/2023,17:54:27,3,5,Lower Manhattan,45,3,Tea,Brewed herbal tea,Peppermint Lg
54964,31/3/2023,17:57:07,2,8,Hell's Kitchen,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg
54965,31/3/2023,17:57:07,1,8,Hell's Kitchen,71,3.75,Bakery,Pastry,Chocolate Croissant
54966,31/3/2023,18:08:52,2,8,Hell's Kitchen,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg
54967,31/3/2023,18:09:27,1,3,Astoria,50,2.5,Tea,Brewed Black tea,Earl Grey Rg
54968,31/3/2023,18:10:49,1,8,Hell's Kitchen,43,3,Tea,Brewed herbal tea,Lemon Grass Lg
54969,31/3/2023,18:11:33,1,3,Astoria,39,4.25,Coffee,Barista Espresso,Latte Rg
54970,31/3/2023,18:14:02,1,5,Lower Manhattan,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg
54971,31/3/2023,18:14:19,2,8,Hell's Kitchen,45,3,Tea,Brewed herbal tea,Peppermint Lg
54972,31/3/2023,18:16:37,1,8,Hell's Kitchen,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg
54973,31/3/2023,18:18:05,1,3,Astoria,47,3,Tea,Brewed Green tea,Serenity Green Tea Lg
54974,31/3/2023,18:18:10,2,8,Hell's Kitchen,26,3,Coffee,Organic brewed coffee,Brazilian Rg
54975,31/3/2023,18:18:10,1,8,Hell's Kitchen,71,3.75,Bakery,Pastry,Chocolate Croissant
54976,31/3/2023,18:23:47,2,3,Astoria,32,3,Coffee,Gourmet brewed coffee,Ethiopia Rg
54977,31/3/2023,18:26:42,2,8,Hell's Kitchen,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg
54978,31/3/2023,18:37:57,1,8,Hell's Kitchen,55,4,Tea,Brewed Chai tea,Morning Sunrise Chai Lg
54979,31/3/2023,18:43:24,1,3,Astoria,26,3,Coffee,Organic brewed coffee,Brazilian Rg
54980,31/3/2023,18:43:24,1,3,Astoria,74,3.5,Bakery,Biscotti,Ginger Biscotti
54981,31/3/2023,18:48:30,2,8,Hell's Kitchen,48,2.5,Tea,Brewed Black tea,English Breakfast Rg
54982,31/3/2023,18:51:50,1,8,Hell's Kitchen,49,3,Tea,Brewed Black tea,English Breakfast Lg
54983,31/3/2023,18:51:50,1,8,Hell's Kitchen,74,3.5,Bakery,Biscotti,Ginger Biscotti
54984,31/3/2023,18:55:48,2,3,Astoria,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg
54985,31/3/2023,18:59:33,2,8,Hell's Kitchen,49,3,Tea,Brewed Black tea,English Breakfast Lg
54986,31/3/2023,19:02:44,1,8,Hell's Kitchen,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm
54987,31/3/2023,19:04:53,1,3,Astoria,43,3,Tea,Brewed herbal tea,Lemon Grass Lg
54988,31/3/2023,19:07:24,1,3,Astoria,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm
54989,31/3/2023,19:07:24,1,3,Astoria,78,4.5,Bakery,Scone,Scottish Cream Scone 
54990,31/3/2023,19:07:57,1,3,Astoria,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg
54991,31/3/2023,19:11:51,2,3,Astoria,28,2,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm
54992,31/3/2023,19:12:40,1,8,Hell's Kitchen,44,2.5,Tea,Brewed herbal tea,Peppermint Rg
54993,31/3/2023,19:17:30,1,3,Astoria,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg
54994,31/3/2023,19:21:13,1,8,Hell's Kitchen,48,2.5,Tea,Brewed Black tea,English Breakfast Rg
54995,31/3/2023,19:21:13,1,8,Hell's Kitchen,70,3.25,Bakery,Scone,Cranberry Scone
54996,31/3/2023,19:24:46,1,3,Astoria,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg
54997,31/3/2023,19:25:19,1,3,Astoria,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm
54998,31/3/2023,19:27:44,1,3,Astoria,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg
54999,31/3/2023,19:27:44,1,3,Astoria,79,3.75,Bakery,Scone,Jumbo Savory Scone
55000,31/3/2023,19:27:50,2,3,Astoria,37,3,Coffee,Barista Espresso,Espresso shot
55001,31/3/2023,19:34:06,2,3,Astoria,48,2.5,Tea,Brewed Black tea,English Breakfast Rg
55002,31/3/2023,19:34:36,2,8,Hell's Kitchen,53,3,Tea,Brewed Chai tea,Traditional Blend Chai Lg
55003,31/3/2023,19:36:17,1,3,Astoria,48,2.5,Tea,Brewed Black tea,English Breakfast Rg
55004,31/3/2023,19:41:22,2,3,Astoria,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg
55005,31/3/2023,19:42:34,2,3,Astoria,45,3,Tea,Brewed herbal tea,Peppermint Lg
55006,31/3/2023,19:42:56,2,3,Astoria,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg
55007,31/3/2023,19:42:56,1,3,Astoria,6,21,Coffee beans,Gourmet Beans,Ethiopia
55008,31/3/2023,19:45:00,2,8,Hell's Kitchen,55,4,Tea,Brewed Chai tea,Morning Sunrise Chai Lg
55009,31/3/2023,19:54:29,1,3,Astoria,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg
55010,31/3/2023,19:58:00,2,3,Astoria,50,2.5,Tea,Brewed Black tea,Earl Grey Rg
55011,31/3/2023,20:18:19,1,8,Hell's Kitchen,44,2.5,Tea,Brewed herbal tea,Peppermint Rg
55012,31/3/2023,20:48:16,2,8,Hell's Kitchen,53,3,Tea,Brewed Chai tea,Traditional Blend Chai Lg
55013,1/4/2023,7:06:11,2,5,Lower Manhattan,32,3,Coffee,Gourmet brewed coffee,Ethiopia Rg
55014,1/4/2023,7:07:09,2,5,Lower Manhattan,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg
55015,1/4/2023,7:07:19,1,5,Lower Manhattan,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg
55016,1/4/2023,7:09:09,1,5,Lower Manhattan,49,3,Tea,Brewed Black tea,English Breakfast Lg
55017,1/4/2023,7:09:59,2,5,Lower Manhattan,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg
55018,1/4/2023,7:12:10,1,5,Lower Manhattan,45,3,Tea,Brewed herbal tea,Peppermint Lg
55019,1/4/2023,7:15:02,1,5,Lower Manhattan,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm
55020,1/4/2023,7:18:04,1,5,Lower Manhattan,44,2.5,Tea,Brewed herbal tea,Peppermint Rg
55021,1/4/2023,7:20:24,1,5,Lower Manhattan,22,2,Coffee,Drip coffee,Our Old Time Diner Blend Sm
55022,1/4/2023,7:20:59,2,5,Lower Manhattan,50,2.5,Tea,Brewed Black tea,Earl Grey Rg
55023,1/4/2023,7:21:23,2,5,Lower Manhattan,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg
55024,1/4/2023,7:22:41,2,5,Lower Manhattan,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg
55025,1/4/2023,7:22:41,1,5,Lower Manhattan,77,3,Bakery,Scone,Oatmeal Scone
55026,1/4/2023,7:25:09,2,5,Lower Manhattan,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg
55027,1/4/2023,7:25:09,1,5,Lower Manhattan,74,3.5,Bakery,Biscotti,Ginger Biscotti
55028,1/4/2023,7:25:49,1,5,Lower Manhattan,22,2,Coffee,Drip coffee,Our Old Time Diner Blend Sm
55029,1/4/2023,7:26:59,2,5,Lower Manhattan,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg
55030,1/4/2023,7:33:34,2,5,Lower Manhattan,28,2,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm
55031,1/4/2023,7:39:13,1,5,Lower Manhattan,39,4.25,Coffee,Barista Espresso,Latte Rg
55032,1/4/2023,7:39:34,2,5,Lower Manhattan,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg
55033,1/4/2023,7:43:05,1,5,Lower Manhattan,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg
55034,1/4/2023,7:46:28,2,5,Lower Manhattan,24,3,Coffee,Drip coffee,Our Old Time Diner Blend Lg
55035,1/4/2023,7:46:28,1,5,Lower Manhattan,72,3.25,Bakery,Scone,Ginger Scone
55036,1/4/2023,7:46:30,2,5,Lower Manhattan,47,3,Tea,Brewed Green tea,Serenity Green Tea Lg
55037,1/4/2023,7:52:36,2,5,Lower Manhattan,87,3,Coffee,Barista Espresso,Ouro Brasileiro shot
55038,1/4/2023,7:52:55,1,5,Lower Manhattan,26,3,Coffee,Organic brewed coffee,Brazilian Rg
55039,1/4/2023,7:53:55,1,5,Lower Manhattan,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm
55040,1/4/2023,8:01:00,2,5,Lower Manhattan,55,4,Tea,Brewed Chai tea,Morning Sunrise Chai Lg
55041,1/4/2023,8:03:55,2,5,Lower Manhattan,37,3,Coffee,Barista Espresso,Espresso shot
55042,1/4/2023,8:03:55,1,5,Lower Manhattan,79,3.75,Bakery,Scone,Jumbo Savory Scone
55043,1/4/2023,8:09:36,1,5,Lower Manhattan,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm
55044,1/4/2023,8:13:31,2,5,Lower Manhattan,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg
55045,1/4/2023,8:16:50,1,8,Hell's Kitchen,28,2,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm
55046,1/4/2023,8:17:27,2,8,Hell's Kitchen,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg
55047,1/4/2023,8:18:52,1,5,Lower Manhattan,51,3,Tea,Brewed Black tea,Earl Grey Lg
55048,1/4/2023,8:24:26,2,5,Lower Manhattan,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg
55049,1/4/2023,8:24:26,1,5,Lower Manhattan,69,3.25,Bakery,Biscotti,Hazelnut Biscotti
55050,1/4/2023,8:24:26,1,8,Hell's Kitchen,26,3,Coffee,Organic brewed coffee,Brazilian Rg
55051,1/4/2023,8:24:50,1,5,Lower Manhattan,44,2.5,Tea,Brewed herbal tea,Peppermint Rg
55052,1/4/2023,8:29:38,1,8,Hell's Kitchen,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg
55053,1/4/2023,8:30:00,1,5,Lower Manhattan,47,3,Tea,Brewed Green tea,Serenity Green Tea Lg
55054,1/4/2023,8:31:56,1,8,Hell's Kitchen,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg
55055,1/4/2023,8:32:31,1,8,Hell's Kitchen,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg
55056,1/4/2023,8:35:03,2,5,Lower Manhattan,45,3,Tea,Brewed herbal tea,Peppermint Lg
55057,1/4/2023,8:35:03,1,5,Lower Manhattan,71,3.75,Bakery,Pastry,Chocolate Croissant
55058,1/4/2023,8:41:27,2,8,Hell's Kitchen,45,3,Tea,Brewed herbal tea,Peppermint Lg
55059,1/4/2023,8:41:53,2,5,Lower Manhattan,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm
55060,1/4/2023,8:46:53,1,8,Hell's Kitchen,24,3,Coffee,Drip coffee,Our Old Time Diner Blend Lg
55061,1/4/2023,8:48:36,2,8,Hell's Kitchen,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg
55062,1/4/2023,8:48:48,1,5,Lower Manhattan,38,3.75,Coffee,Barista Espresso,Latte
55063,1/4/2023,8:48:48,1,5,Lower Manhattan,75,3.5,Bakery,Pastry,Croissant
55064,1/4/2023,8:52:03,1,8,Hell's Kitchen,38,3.75,Coffee,Barista Espresso,Latte
55065,1/4/2023,8:52:12,2,5,Lower Manhattan,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm
55066,1/4/2023,8:55:25,2,5,Lower Manhattan,39,4.25,Coffee,Barista Espresso,Latte Rg
55067,1/4/2023,8:56:27,2,5,Lower Manhattan,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg
55068,1/4/2023,8:57:46,1,8,Hell's Kitchen,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg
55069,1/4/2023,8:58:04,2,5,Lower Manhattan,44,2.5,Tea,Brewed herbal tea,Peppermint Rg
55070,1/4/2023,8:58:56,2,5,Lower Manhattan,22,2,Coffee,Drip coffee,Our Old Time Diner Blend Sm
55071,1/4/2023,9:00:55,2,8,Hell's Kitchen,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg
55072,1/4/2023,9:03:03,2,8,Hell's Kitchen,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm
55073,1/4/2023,9:08:09,2,8,Hell's Kitchen,45,3,Tea,Brewed herbal tea,Peppermint Lg
55074,1/4/2023,9:08:52,2,8,Hell's Kitchen,50,2.5,Tea,Brewed Black tea,Earl Grey Rg
55075,1/4/2023,9:10:04,2,8,Hell's Kitchen,53,3,Tea,Brewed Chai tea,Traditional Blend Chai Lg
55076,1/4/2023,9:10:08,1,5,Lower Manhattan,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm
55077,1/4/2023,9:10:35,2,5,Lower Manhattan,38,3.75,Coffee,Barista Espresso,Latte
55078,1/4/2023,9:11:06,1,5,Lower Manhattan,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg
55079,1/4/2023,9:11:06,1,5,Lower Manhattan,77,3,Bakery,Scone,Oatmeal Scone
55080,1/4/2023,9:11:21,2,5,Lower Manhattan,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg
55081,1/4/2023,9:13:01,1,5,Lower Manhattan,44,2.5,Tea,Brewed herbal tea,Peppermint Rg
